"Ид","Название","Город","Место","Рейтинг","ТРК по БС"
"68335","Дионис","Калуга","4382","1","0"
"68353","Автостопом по галактике","Томск","4368","1","1"
"68354","Ежи","Томск","4387","1","1"
"68362","Блок","Томск","4373","1","1"
"68392","Проектировщики","Казань","4423","1","0"
"68521","Не КВН","Калуга","4413","1","0"
"68522","Яхромский колледж","Дмитров","4440","1","0"
"68531","Крылья","Балашиха","4399","1","0"
"69303","Попытка не пытка","Выборг","4421","1","0"
"69365","Мы от Пака","Владивосток","4408","1","0"
"69372","Просто красивые","Владивосток","4424","1","0"
"69486","Сигара Фрейда","Калининград","4429","1","0"
"69687","Единорожки","Пинск","4386","1","1"
"69804","Название команды","Краснодар","4412","1","0"
"69894","Alle aus Liebe","Киров","4359","1","0"
"69926","YOUжный","Находка","4365","1","0"
"69961","Сила Хэ","Иваново","4430","1","0"
"70235","Склад мыслей","Москва","4431","1","0"
"70311","Ботаники на Титанике","Тюмень","4374","1","1"
"70830","Зайчатки разума","Чебоксары","4388","1","0"
"70941","Слеза комсомолки 2","Москва","4434","1","0"
"71191","Коленные чашечки","Серпухов","4395","1","0"
"71375","ВПУ сферы услуг","Винница","4379","1","1"
"71485","Nota Bene","Боровск","4362","1","0"
"71716","Аненербе","Кутаиси","4371","1","0"
"71718","Рвеули","Тбилиси","4425","1","0"
"72090","Контролировай!","Южно-Сахалинск","4396","1","0"
"72619","Знатоки с большой дороги","Молодечно","4389","1","1"
"72628","Скользкая ступень развития","Борисов","4432","1","1"
"72804","Самураи Понасенкова","Тюмень","4427","1","1"
"72885","Press F","Иркутск","4364","1","1"
"72940","Единорожки","Архангельск","4385","1","1"
"73027","О приоре","Иркутск","4416","1","1"
"73032","Мэйби Бэйби","Иркутск","4411","1","1"
"73045","Паузерн Рейнджеры","Тюмень","4419","1","1"
"73047","Мыслители","Астрахань","4410","1","1"
"73208","Друзья Друзя","Чита","4383","1","1"
"73340","Вибратор Герца","Курск","4377","1","1"
"73389","НЭП - Новая Элита Плехановки","Москва","4415","1","1"
"73505","Короткое замыкание","Томск","4397","1","1"
"73509","Бродяги-Работяги","Томск","4375","1","1"
"73661","Сара","Ташкент","4428","1","6"
"73681","Беспонтовый пирожок","Томск","4372","1","1"
"73986","Декорация прав человека","Иркутск","4381","1","1"
"73999","Аврора","Иркутск","4366","1","1"
"74148","Ленинград","Тюмень","4401","1","1"
"74355","Верховный Король Марго","Таганрог","4376","1","1"
"74707","Якудзы Предеина","Магнитогорск","4439","1","1"
"74722","Индиго","Астрахань","4390","1","1"
"74723","Макаки в атаке","Астрахань","4404","1","1"
"74757","Капитализм платформ","Тюмень","4391","1","1"
"74918","Адвокат дьявола","Иркутск","4369","1","1"
"74926","Правило Миранды","Иркутск","4422","1","1"
"74964","Ритм","Ишим","4426","1","1"
"75620","Кибернытики","Томск","4393","1","1"
"75820","Вместе-200","Владивосток","4378","1","1"
"75824","Славные парни и Илья","Владивосток","4433","1","1"
"75826","Яшинская","Владивосток","4441","1","1"
"75828","Амперсанд","Владивосток","4370","1","1"
"3528","Коалиция","Ташкент","4760","0","0"
"4862","FAQ","Нижневартовск","4493","0","23"
"6013","Клио","Улан-Удэ","4757","0","0"
"27001","Лужский рубеж","Луга","4817","0","0"
"30015","Бобры","Самара","4591","0","0"
"31015","Виктория","Краснодар","4616","0","0"
"33321","Феникс","Мурманск","5128","0","0"
"38565","Нефтегаз","Нижневартовск","4883","0","0"
"38706","Уставшие тюлени","Кольцово","5120","0","0"
"38993","V for Vinishko","Алматы","4544","0","0"
"39540","Технари","Махачкала","5088","0","0"
"39608","Rossonero","Тбилиси","4531","0","0"
"46489","Без названия","Иркутск","4582","0","0"
"48890","Блицкриг","Пружаны","4590","0","0"
"49315","На грани","Минск","4866","0","0"
"49656","Клевер","Апатиты","4755","0","0"
"50817","Альфа СНТ","Сургут","4558","0","0"
"51311","United","Тбилиси","4542","0","0"
"51585","Теория большого слива","Заречный","5085","0","0"
"51673","De facto next","Ростов-на-Дону","4486","0","0"
"53304","Колгород","Кола","4762","0","0"
"53546","Бурундуки","Усть-Илимск","4599","0","0"
"54168","Плюгавая лимита ищет работу в Москве","Москва","4949","0","0"
"54637","Nota bene","Сургут","4517","0","0"
"54948","Интегра","Тбилиси","4723","0","0"
"55429","Эврика","Выборг","5192","0","0"
"56175","Монолит","Горно-Алтайск","4855","0","0"
"57473","Хогвардс","Винница","5147","0","0"
"57754","Неизвестные люди","Иркутск","4878","0","0"
"57827","Красный галстук Маяковского","Омск","4784","0","0"
"57830","Парус","Мошково","4933","0","0"
"59109","Интеллектуальное ополчение","Кинешма","4725","0","0"
"59302","Рыцари круглого стола","Липецк","5019","0","17"
"59855","Магия мысли","Жлобин","4821","0","0"
"60869","Мокрый виноград","Губаха","4848","0","0"
"61076","Сахарная вата","Самара","5026","0","0"
"61134","За что","Якутск","4702","0","0"
"61166","Alpha Plus","Гюмри","4466","0","0"
"61443","Весёлые лисицы","Архангельск","4611","0","0"
"61505","Sunrise","Заречный","4536","0","0"
"61604","Интеллектуальный город","Красноярск","4726","0","0"
"61937","Розетка 220","Иркутск","5011","0","0"
"61952","Радикал","Екатеринбург","4997","0","0"
"62206","Северный Ветер","Чебоксары","5036","0","0"
"62446","Уралмашзавод","Екатеринбург","5118","0","0"
"62714","Агуша","Нижневартовск","4552","0","0"
"62723","Версия 2.0","Самара","4608","0","0"
"62948","Команда им. А. Дамблдора","Лида","4768","0","0"
"62970","Para bellum","Харьков","4524","0","0"
"62983","Фисташки","Винница","5136","0","0"
"63000","DNA","Гомель","4487","0","0"
"63092","Диалог","Улан-Удэ","4672","0","0"
"63100","БайкалЧАТ","Улан-Удэ","4576","0","0"
"63104","Дистрикт 51","Улан-Удэ","4675","0","0"
"63108","Тюбик","Улан-Удэ","5112","0","0"
"63513","Дети маминой подруги","Чита","4669","0","0"
"64009","Подходящая компания","Минск","4959","0","0"
"64133","Морошка","Мурманск","4857","0","0"
"64192","СВЧ-печь","Нижний Тагил","5031","0","0"
"64574","Убийцы волков","Москва","5115","0","0"
"64851","Неестественный отбор","Липецк","4877","0","0"
"65148","Ciklum","Винница","4478","0","0"
"65200","Бурундуки","Караганда","4600","0","0"
"66123","Matrix","Гюмри","4505","0","0"
"66292","Щенячий патруль","Казань","5191","0","0"
"66299","Инсайт","Мурманск","4720","0","0"
"66322","Счастливые бананы","Мурманск","5077","0","0"
"66373","Чебуречки","Чебоксары","5164","0","0"
"66389","Творческий беспорядок","Ковров","5082","0","0"
"66390","Шмем","Владимир","5187","0","0"
"66402","Бульонные кубики Опарина","Иркутск","4598","0","0"
"66488","Miss us?","Нижний Тагил","4507","0","0"
"66511","Влеташки","Москва","4623","0","0"
"66609","Бытие от бита","Томск","4601","0","0"
"66870","Юра, мы всё","Гомель","5211","0","0"
"66894","Зима близко","Ростов-на-Дону","4710","0","0"
"67090","Котячий Lie","Лида","4780","0","3"
"67107","Пони тоже кони","Алматы","4964","0","3"
"67124","Торнадо","Нахабино","5094","0","0"
"67152","Отборные овощи","Апатиты","4917","0","0"
"67174","МикротвОрцы","Мурманск","4838","0","0"
"67179","Север","Мурманск","5035","0","0"
"67204","Кракатук","Мозырь","4782","0","0"
"67212","A novo","Довск","4463","0","0"
"67216","Ученики Паума","Витебск","5123","0","0"
"67305","Разумные растения","Архангельск","5000","0","0"
"67312","Стереотип","Ишим","5070","0","0"
"67410","Дети СУРка","Нежин","4671","0","0"
"67432","ДК","Даугавпилс","4676","0","0"
"67450","Соседи через забор","Астрахань","5065","0","0"
"67487","Метод тыка","Самара","4835","0","0"
"67513","Резонанс","Барнаул","5003","0","0"
"67514","Сигма","Барнаул","5042","0","0"
"67518","КенGURU","Барнаул","4748","0","0"
"67519","Вятка","Барнаул","4636","0","0"
"67520","Позитив","Барнаул","4960","0","0"
"67533","Принесите водички!","Киев","4980","0","0"
"67545","Финоняшки","Барнаул","5135","0","0"
"67686","Палитра","Иркутск","4928","0","0"
"67756","Nuts","Очамчира","4518","0","0"
"67774","Номер 12","Ганновер","4891","0","0"
"67793","Per Aspera ad astra","Горно-Алтайск","4527","0","0"
"67835","Чёрный ящик","Чита","5168","0","0"
"67841","Булочки с изюминкой","Чита","4597","0","0"
"67843","Последний оплот разума","Чита","4966","0","0"
"67885","Атас","Иркутск","4571","0","0"
"68046","Легионеры","Чебоксары","4807","0","0"
"68066","Потерянный патруль","Борисов","4969","0","0"
"68069","3+4","Березино","4451","0","0"
"68123","Подлодка Курск","Москва","4958","0","0"
"68178","Пластмассовый мир","Ковров","4948","0","0"
"68194","Следствие ведёт БГУИР","Минск","5052","0","0"
"68199","Напролом","Минск","4870","0","0"
"68237","БерГо","Сургут","4585","0","0"
"68242","Шкипера","Тюмень","5185","0","0"
"68262","СНГБ","Сургут","5055","0","0"
"68289","2paev Squad","Ростов-на-Дону","4449","0","0"
"68290","Бром-Барий","Ростов-на-Дону","4596","0","0"
"68291","Дети капитана Ясона","Ростов-на-Дону","4668","0","0"
"68292","Viva Customs","Ростов-на-Дону","4548","0","0"
"68293","Разборная солянка","Ростов-на-Дону","4998","0","0"
"68294","Театр ДГТУ","Ростов-на-Дону","5084","0","0"
"68295","Не Фемида","Ростов-на-Дону","4875","0","0"
"68296","Стьюристы","Ростов-на-Дону","5074","0","0"
"68311","Тяжёлый случай","Владивосток","5113","0","0"
"68326","Молодёжь XXI века","Горно-Алтайск","4850","0","13"
"68342","Испанский стыд","Минск","4732","0","0"
"68343","Румлёускiя Цмокi","Гродно","5016","0","0"
"68345","Шпротоленд","Минск","5188","0","0"
"68346","Фенікс","Ровно","5130","0","0"
"68347","Рис по дружбі","Ровно","5010","0","0"
"68369","Серотонин","Клайпеда","5041","0","0"
"68375","715","Заречный","4459","0","0"
"68377","Голубые тюлени","Самара","4647","0","0"
"68378","Усик","Самара","5119","0","0"
"68465","Друзья Друзя","Лиепая","4683","0","0"
"68475","Дедукция Холмса","Москва","4665","0","0"
"68485","Реклама Кожемяко","Владивосток","5005","0","0"
"68488","Тесла","Сургут","5086","0","0"
"68489","ШЭНГШМ","Сургут","5190","0","0"
"68490","Филист-КПТ-8","Сургут","5133","0","0"
"68491","Пять минут","Иваново","4994","0","0"
"68513","Сигма 2","Одесса","5043","0","0"
"68520","Поняшки-Пятнашки","Вологда","4965","0","0"
"68524","Семёновский Кремний","Сыктывкар","5039","0","0"
"68525","Ясно, понятно","Южно-Сахалинск","5218","0","0"
"68527","Orange Z","Великий Новгород","4522","0","0"
"68529","Калейдоскоп","Ногинск","4741","0","0"
"68530","Элита","Балашиха","5201","0","0"
"68532","Поколение NEXT","Малоярославец","4961","0","0"
"68533","Виктория","Малоярославец","4615","0","0"
"68534","Википедия","Ивантеевка","4614","0","0"
"68537","Мы с Военки","Мытищи","4863","0","0"
"68540","Реутовчане","Реутов","5007","0","0"
"68541","Омега","Ковров","4903","0","0"
"68573","Отель Москва","Санкт-Петербург","4919","0","0"
"68611","Институт на шлюзах","Балаково","4722","0","0"
"68612","Maestro Bizzare Adventures","Димитровград","4504","0","0"
"68616","ЗАТО-колючка","Саров","4706","0","0"
"68630","Pwopaganda","Москва","4528","0","0"
"68635","Едет крыша","Выборг","4689","0","0"
"68641","Мираж","Люцерн","4840","0","0"
"68649","Кефир","Ташкент","4752","0","0"
"68658","N+1","Барнаул","4508","0","0"
"68660","Google","Барнаул","4495","0","0"
"68661","Не подарок","Барнаул","4874","0","0"
"68662","Трудно быть Ремаркой","Барнаул","5106","0","0"
"68682","Добрый вечер","Одесса","4678","0","0"
"68691","Казаки-разбойники","Москва","4736","0","0"
"68693","Проблема четырёх тел","Одесса","4982","0","0"
"68698","Триумф","Коломна","5104","0","0"
"68706","Прокрастинация","Одесса","4986","0","0"
"68709","Жованный крот","Находка","4701","0","0"
"68710","Мы по блату","Находка","4860","0","0"
"68732","Орден Феникса","Ногинск","4910","0","0"
"68742","Аниметроники","Владивосток","4564","0","0"
"68743","Синедрион","Рига","5046","0","0"
"68746","Copy-paste computer error","Рига","4482","0","0"
"68750","Машу не отдадим","Казань","4827","0","0"
"68756","Однако","Зеленоград","4898","0","0"
"68765","Libertodores","Ташкент","4501","0","0"
"68767","Эквилибриум","Ташкент","5195","0","0"
"68768","Империя","Ташкент","4717","0","0"
"68771","45-калибр","Караганда","4453","0","0"
"68772","Майонез","Караганда","4823","0","0"
"68773","Империум","Караганда","4716","0","0"
"68774","Импровизация","Караганда","4718","0","0"
"68775","Фиат де люкс","Караганда","5132","0","0"
"68776","Голубой метеорит","Караганда","4646","0","0"
"68777","Олды № 45","Караганда","4901","0","0"
"68790","Везунчики","Иваново","4605","0","0"
"68813","24 на 7","Иваново","4446","0","0"
"68824","Calypso","Гюмри","4476","0","0"
"68825","Veni, vidi, vici","Гюмри","4545","0","0"
"68826","Sleep paralysis","Гюмри","4534","0","0"
"68827","ON","Гюмри","4520","0","0"
"68828","Атлетико Зовуни","Гюмри","4573","0","0"
"68830","Мегамозг","Петрозаводск","4829","0","0"
"68831","ФСБ","Петрозаводск","5141","0","0"
"68833","Чифирные войска","Петрозаводск","5175","0","0"
"68849","Серафима Антоновна","Выборг","5040","0","0"
"68889","Поддонная лодка","Червень","4956","0","0"
"68968","Эйнштейний","Брянск","5194","0","0"
"68971","Кубик Рубика","Брянск","4795","0","0"
"68990","Орден знаний","Губаха","4909","0","0"
"68991","Next level","Губаха","4513","0","0"
"68992","Мафия","Губаха","4826","0","0"
"69096","Механический Апельсин","Сан-Диего","4836","0","0"
"69099","ВуЛен","Орша","4634","0","0"
"69118","Нефтяная братва","Нижневартовск","4884","0","0"
"69121","Скитлстрянка","Нижневартовск","5049","0","0"
"69148","Тапочки Эйнштейна","Калининград","5079","0","0"
"69153","Интуиция","Минск","4727","0","0"
"69154","5 копеек","Минск","4455","0","0"
"69155","Непризнанные гении","Минск","4880","0","0"
"69156","Алё!","Минск","4554","0","0"
"69191","Призрачный Пончик","Липецк","4976","0","0"
"69237","Beauties","Бишкек","4472","0","0"
"69244","Ротор","Новоуральск","5014","0","0"
"69253","Вскрытие покажет","Екатеринбург","4632","0","0"
"69254","Продам гараж","Ковров","4985","0","0"
"69264","Оптики","Екатеринбург","4906","0","0"
"69290","Исполкони","Барнаул","4733","0","0"
"69292","Команда имени Е.Е.Ежова","Сургут","4769","0","0"
"69300","ФилФак","Ухта","5134","0","58"
"69315","Мы пришли","Ноябрьск","4862","0","0"
"69319","Статус ВО","Ноябрьск","5069","0","0"
"69353","Прима","Ковров","4978","0","0"
"69370","Женская логика 2","Владивосток","4698","0","0"
"69394","Молодёжь Беларусбанка","Минск","4851","0","0"
"69400","Печенье из печи","Клецк","4939","0","0"
"69408","ЧК-Премиум","Дзержинск (Б)","5176","0","0"
"69411","Шведские волки","Волковыск","5183","0","0"
"69412","Морские волки","Волковыск","4858","0","0"
"69418","Рабочий стол","Владивосток","4995","0","0"
"69419","Отторженцы","Владивосток","4923","0","0"
"69447","Французский Багет","Иркутск","5140","0","0"
"69487","Наверное, хватит","Калининград","4867","0","0"
"69488","Мозгошмыг","Калининград","4846","0","0"
"69490","Пикчер Бог","Калининград","4942","0","0"
"69492","Халва","Барнаул","5144","0","0"
"69493","Чертоги разума","Барнаул","5169","0","0"
"69581","Insight","Бийск","4496","0","0"
"69583","Цербер в квадрате","Иркутск","5152","0","0"
"69638","Кусь-Кусь Клан","Ростов-на-Дону","4801","0","0"
"69639","Черная икра","Архангельск","5165","0","0"
"69640","Неопределённость","Архангельск","4879","0","0"
"69641","Tutti в ртути","Архангельск","4540","0","0"
"69642","Орбита 2","Архангельск","4907","0","0"
"69643","Зайчатки разума","Архангельск","4703","0","0"
"69670","Лайм","Калининград","4805","0","0"
"69674","Фудзи","Брест","5143","0","0"
"69675","У","Брест","5114","0","0"
"69676","Идиотсюда","Пинск","4715","0","0"
"69683","Кусь-кусь-клан","Брест","4803","0","0"
"69684","Третий слева","Брест","5101","0","0"
"69685","Банановая рыба","Брест","4578","0","0"
"69686","Миссия невыполнима","Барановичи","4841","0","0"
"69688","ГИК-3","Лунинец","4644","0","0"
"69689","46+1","Ганцевичи","4454","0","0"
"69690","Парниковый эффект","Ольшаны","4932","0","0"
"69691","Овощной отдел","Брест","4894","0","0"
"69692","Жареный пельмень","Брест","4694","0","0"
"69694","Ника","Малорита","4885","0","0"
"69696","Логистики","Великорита","4814","0","0"
"69697","Ребус","Речица","5002","0","0"
"69698","Муха-Михальски 2","Брест","4859","0","0"
"69699","Хогвартс","Кобрин","5148","0","0"
"69702","Бананчики","Пинск","4579","0","0"
"69705","Мозiартi","Киев","4844","0","0"
"69706","Невесёлый интеграл","Киев","4876","0","0"
"69707","Отстойная вечеринка","Киев","4922","0","0"
"69709","Три топора","Киев","5102","0","0"
"69710","Паразнатоки","Киев","4931","0","0"
"69748","9 вал","Клайпеда","4461","0","0"
"69750","Фанбет Гахэн","Москва","5124","0","0"
"69802","Зелёные человечки","Краснодар","4709","0","0"
"69817","Old school","Владивосток","4519","0","0"
"69902","Вино из неудачников","Северодвинск","4620","0","0"
"69903","Чёрный пистолет","Харьков","5167","0","0"
"69921","Шлакоблокунь 2","Санкт-Петербург","5186","0","0"
"69939","Кэйворит","Улан-Удэ","4804","0","0"
"69940","Энергия","Гусиноозёрск","5202","0","0"
"69941","Альянс","Гусиноозёрск","4559","0","0"
"69942","Искра","Улан-Удэ","4730","0","0"
"69943","Окай","Улан-Удэ","4899","0","0"
"69984","A4","Москва","4465","0","0"
"69986","Bosom","Горно-Алтайск","4474","0","0"
"69993","КМТС","Курск","4759","0","0"
"70089","Струшня впадает в Каспийское море","Могилёв","5072","0","0"
"70091","Эфемеридас","Санкт-Петербург","5208","0","0"
"70101","Амёбы","Рига","4561","0","143"
"70155","Вперёд батьки в перкло","Новосибирск","4628","0","0"
"70164","ФСБ","Полоцк","5142","0","0"
"70166","Next","Полоцк","4512","0","0"
"70168","Трдло","Минск","5099","0","0"
"70179","Отнюдь","Москва","4921","0","0"
"70201","Винкс","Глазов","4617","0","0"
"70231","Чувствуешь, человек","Москва","5180","0","0"
"70270","Палата №1А","Нижний Новгород","4926","0","0"
"70287","Чайная компания","Лида","5158","0","0"
"70288","Сириус","Кобрин","5047","0","0"
"70289","Халфити","Гродно","5145","0","0"
"70291","С миру по нитке","Кировск (Б)","5022","0","0"
"70292","Новая эра","Кричев","4890","0","0"
"70293","Дракарис","Могилёв","4681","0","0"
"70294","Экспрессия","Могилёв","5198","0","0"
"70296","Чисто Греческий Картофель","Тюмень","5174","0","4"
"70300","Sos!","Тюмень","4535","0","1"
"70345","Вишнёвая семёрка","Могилёв","4622","0","0"
"70381","Гугленоиды","Пенза","4653","0","0"
"70407","Пикник в муравейнике","Ростов-на-Дону","4941","0","0"
"70414","Добрый вечер","Киров","4677","0","2"
"70417","Погромисты","Владивосток","4955","0","0"
"70421","Ничего такое себе","Чита","4887","0","0"
"70426","Роковые яйца Булгакова","Чита","5012","0","0"
"70427","МЕДведи","Чита","4830","0","0"
"70442","Самое сложное","Санкт-Петербург","5024","0","0"
"70477","Кусь-Кусь-Клан","Москва","4802","0","0"
"70479","К5","Москва","4735","0","0"
"70480","Востоковедьмы","Москва","4626","0","0"
"70481","Биосенсоры","Москва","4589","0","0"
"70485","Ясно видно","Москва","5217","0","0"
"70494","Сатори","Казань","5025","0","0"
"70526","Энигма","Мурманск","5203","0","0"
"70534","Принесённые ветром","Москва","4979","0","0"
"70536","Крики Мартина","Ла-Валетта","4788","0","0"
"70538","Интуиция","Слима","4728","0","0"
"70567","Ctrl+Z","Алматы","4484","0","0"
"70581","Пришли по фану","Москва","4981","0","0"
"70582","ГЗ","Москва","4643","0","0"
"70587","Хомячки на пределе","Иркутск","5149","0","0"
"70657","Миллениум 2.0","Ашхабад","4839","0","0"
"70665","MaxWell Planck","Тверь","4506","0","133"
"70683","Генг Бенг","Новополоцк","4641","0","0"
"70724","Внуки Вассермана","Комсомольск-на-Амуре","4624","0","0"
"70725","Грачи","Фокино","4651","0","0"
"70726","Импульс","Хороль","4719","0","0"
"70727","КБУ","Спасск-Дальний","4745","0","0"
"70728","Кефир","Партизанск","4751","0","0"
"70729","Корсары","Хабаровск","4774","0","0"
"70730","Маслята","Покровка","4825","0","0"
"70731","Маяк","Екатериновка","4828","0","0"
"70732","Орлёнок","Кировский","4912","0","0"
"70733","Приличное название","Благовещенск","4977","0","0"
"70734","Хотим в Пионеры","Владивосток","5150","0","0"
"70773","10 школа","Якутск","4442","0","0"
"70849","Пермские медведи","Пермь","4937","0","0"
"70864","Памяти склероза","Мурманск","4929","0","0"
"70915","Папа решает","Ташкент","4930","0","0"
"71022","Сорок седьмые","Харьков","5062","0","0"
"71024","Атланты","Харьков","4572","0","0"
"71059","Вино из неудачников","Сургут","4619","0","0"
"71063","Четверо одного не ждут","Ханты-Мансийск","5171","0","0"
"71068","Голый землекоп","Калининград","4648","0","0"
"71130","Святой источник","Майкоп","5032","0","0"
"71283","Капитан Очевидность","Бишкек","4742","0","0"
"71312","Не буди медведей","Мурманск","4872","0","0"
"71330","61","Бишкек","4458","0","0"
"71331","IQ-Сервис","Бишкек","4497","0","0"
"71332","Nomad","Бишкек","4516","0","0"
"71333","Менталист","Бишкек","4832","0","0"
"71342","Люди Х","Харьков","4820","0","0"
"71343","Суперсус","Харьков","5075","0","0"
"71344","Домкрат Армстронга","Харьков","4679","0","0"
"71345","Пинг Вины","Харьков","4944","0","0"
"71462","Те, кто в танке","Мурманск","5083","0","0"
"71490","Траволта!","Обнинск","5097","0","0"
"71493","Fiat Lux","Караганда","4494","0","0"
"71494","Реквием по мечте","Караганда","5004","0","0"
"71495","Жеруйык","Караганда","4699","0","0"
"71497","Хим Фак","Караганда","5146","0","0"
"71499","Гексогениум","Караганда","4639","0","0"
"71622","Жидкий","Казань","4700","0","0"
"71720","Аут Делапа","Тбилиси","4574","0","0"
"71832","Антисоциальные сети","Ереван","4566","0","0"
"71836","Esperanza","Нур-Султан (Астана)","4492","0","0"
"72044","RingSide","Шанхай","4530","0","0"
"72158","Мыш кродеться","Стокгольм","4864","0","142"
"72159","Соседи","Стокгольм","5064","0","142"
"72280","Винни","Стокгольм","4618","0","120"
"72281","Креатив","Стокгольм","4785","0","0"
"72334","На волне","Чита","4865","0","0"
"72380","Dream Team","Элиста","4488","0","0"
"72382","Победители по жизни","Элиста","4953","0","0"
"72383","Курятник мечты","Элиста","4799","0","0"
"72396","Сицилиум","Пермь","5048","0","0"
"72403","Кепчук","Самара","4749","0","0"
"72451","Команда А","Сочи","4766","0","1"
"72492","Трофим Дудорин","Липецк","5105","0","0"
"72514","Чабудо","Шанхай","5157","0","0"
"72565","Модуль единицы","Апатиты","4843","0","0"
"72620","Azgardia","Смолевичи","4470","0","0"
"72626","Вершина Эвереста","Борисов","4610","0","0"
"72629","Солики","Солигорск","5060","0","0"
"72631","Надо подумать","Крупки","4869","0","0"
"72725","Юпитер","Новополоцк","5210","0","0"
"72749","Krasivue","Сочи","4499","0","34"
"72789","Пинки и Пинки","Нижневартовск","4945","0","71"
"72807","Меч-рыба","Стокгольм","4837","0","0"
"72816","Пролёт мысли","Осло","4987","0","0"
"72821","Эдельвейс","Шанхай","5193","0","20"
"72841","СГМА","Смоленск","5034","0","22"
"72869","Палата номер 7","Стокгольм","4927","0","0"
"72949","Одержимые","Рига","4897","0","0"
"73012","Тардис","Минск","5080","0","0"
"73016","JUSTeam","Гомель","4498","0","0"
"73020","ТХ(9)-19-1","Иркутск","5111","0","0"
"73021","ЛХ(9)-19","Иркутск","4818","0","0"
"73022","Юрфакеры","Иркутск","5212","0","0"
"73024","Поварёшки","Иркутск","4954","0","0"
"73026","Егери","Иркутск","4687","0","0"
"73028","Яофанчики","Иркутск","5216","0","0"
"73029","Аргонавты","Иркутск","4569","0","0"
"73030","БГУшные шпротики","Иркутск","4580","0","0"
"73031","Гудменд","Иркутск","4654","0","0"
"73034","ЗИО(9)-19-2-3","Иркутск","4711","0","0"
"73035","Бизнесмены","Иркутск","4588","0","0"
"73036","Их боялись даже чеченцы","Иркутск","4734","0","0"
"73037","Дипломаты","Иркутск","4674","0","0"
"73038","Ультрафиолет БГУ","Иркутск","5117","0","0"
"73039","По фен-шую","Иркутск","4950","0","0"
"73041","Спорт","Астрахань","5067","0","0"
"73042","Cerebro","Астрахань","4477","0","1"
"73044","Двое в Малине","Тюмень","4660","0","0"
"73048","Экзистанс","Астрахань","5196","0","0"
"73049","Фемида","Астрахань","5127","0","0"
"73050","Скиф","Астрахань","5050","0","0"
"73052","Райт","Астрахань","5001","0","0"
"73053","Тушканчик Сихарулидзе","Астрахань","5110","0","0"
"73065","Обычные люди","Архангельск","4893","0","0"
"73077","Егоровцы","Чита","4688","0","0"
"73095","Мы подумаем","Иркутск","4861","0","0"
"73106","Дед inside","Томск","4664","0","21"
"73110","Отделение рикардиологии","Томск","4918","0","0"
"73112","Солянка","Томск","5061","0","0"
"73113","Ёжики гуглят в тумане","Иркутск","4690","0","0"
"73118","Калейдоскоп","Великие Луки","4740","0","0"
"73120","Бибидрон","Великие Луки","4587","0","0"
"73168","Бонхао","Астрахань","4594","0","0"
"73171","Лотос","Астрахань","4816","0","0"
"73179","Чуть выше плинтуса","Нижневартовск","5182","0","0"
"73180","Усы Дали","Нижневартовск","5121","0","0"
"73201","Феррата","Нижневартовск","5131","0","0"
"73204","Графитовая пыль","Каменское (Днепродзержинск)","4650","0","0"
"73207","Постмодернийцы","Чита","4967","0","0"
"73209","Пятеро в лодке, не считая Лизы","Чита","4991","0","0"
"73210","Тумбочки","Чита","5108","0","0"
"73211","П-победа","Иркутск","4925","0","0"
"73212","Трапеция гуся","Иркутск","5098","0","0"
"73213","Всё есть в гугле","Иркутск","4629","0","0"
"73214","Пастафарианцы","Иркутск","4934","0","0"
"73215","Toxic waste","Иркутск","4538","0","0"
"73216","Ничто. Нигде. Никогда.","Иркутск","4888","0","0"
"73257","Провокация","Красноярск","4983","0","0"
"73290","Новаторы","Астрахань","4889","0","0"
"73291","Старые, но бодрые","Иркутск","5068","0","0"
"73294","Ubermensch","Астрахань","4541","0","0"
"73295","Песняры 2, третий состав","Астрахань","4938","0","3"
"73296","Орден феникса","Астрахань","4911","0","0"
"73297","Экономисточки","Астрахань","5197","0","0"
"73298","Business-Team","Астрахань","4475","0","0"
"73299","Феникс","Астрахань","5129","0","0"
"73300","Dream Team","Астрахань","4489","0","0"
"73301","Эрудиты АГУ","Астрахань","5206","0","0"
"73304","Симург","Астрахань","5045","0","0"
"73306","Рыцари ряженки","Астрахань","5020","0","0"
"73317","Дегрод-отряд","Владивосток","4663","0","0"
"73319","Я Друзь","Владивосток","5213","0","6"
"73323","Марксята","Владивосток","4824","0","0"
"73324","Внуки Вассермана","Курск","4625","0","0"
"73326","Торнадо","Владивосток","5095","0","6"
"73327","243","Владивосток","4447","0","0"
"73339","Тупняк","Курск","5109","0","0"
"73344","Чародейки 2000","Ижевск","5159","0","0"
"73346","КГБ","Ижевск","4747","0","0"
"73359","Ну и ладно","Чита","4892","0","0"
"73360","Превысокомногорассмотрительствующие","Чита","4974","0","0"
"73361","Суслики","Чита","5076","0","0"
"73392","Рыцари шведского стола","Москва","5021","0","0"
"73397","Соколики","Воронеж","5059","0","0"
"73399","Слабоумие и отвага","Воронеж","5051","0","0"
"73402","Светлячок-чок-чок","Воронеж","5028","0","0"
"73403","Святой Михаил","Москва","5033","0","0"
"73435","Крылатые качели","Нижний Новгород","4791","0","9"
"73441","Победители","Апатиты","4952","0","0"
"73442","Медикумы","Апатиты","4831","0","0"
"73461","Крёстный истец","Екатеринбург","4787","0","71"
"73475","Хруст французских булок","Томск","5151","0","0"
"73490","Мистер Итчифорд","Новосибирск","4842","0","0"
